time,x,y,x,y,x,y,x,y,x,y,x,y
0.045,-1.21544e-05,-0.00208119,-1.21544e-05,-0.00208119,1.21544e-05,-0.00208119,-1.21544e-05,0.00208119,1.21544e-05,0.00208119,1.21544e-05,0.00208119
0.046,-1.21544e-05,-0.00212691,-1.21544e-05,-0.00212691,1.21544e-05,-0.00212691,-1.21544e-05,0.00212691,1.21544e-05,0.00212691,1.21544e-05,0.00212691
0.047,1.21772e-05,-0.00217259,1.21772e-05,-0.00217259,-1.21772e-05,-0.00217259,1.21772e-05,0.00217259,-1.21772e-05,0.00217259,-1.21772e-05,0.00217259
0.048,1.21772e-05,-0.00221822,1.21772e-05,-0.00221822,-1.21773e-05,-0.00221822,1.21773e-05,0.00221822,-1.21772e-05,0.00221822,-1.21772e-05,0.00221822
0.049,-1.21543e-05,-0.00226381,-1.21543e-05,-0.00226381,1.21543e-05,-0.00226381,-1.21543e-05,0.00226381,1.21543e-05,0.00226381,1.21543e-05,0.00226381
0.05,-1.21544e-05,-0.00230936,-1.21544e-05,-0.00230936,1.21544e-05,-0.00230936,-1.21544e-05,0.00230936,1.21544e-05,0.00230936,1.21544e-05,0.00230936
0.051,1.21771e-05,-0.00235486,1.21771e-05,-0.00235486,-1.21771e-05,-0.00235486,1.21771e-05,0.00235486,-1.21771e-05,0.00235486,-1.21771e-05,0.00235486
0.052,1.21771e-05,-0.00240031,1.21771e-05,-0.00240031,-1.21771e-05,-0.00240031,1.21771e-05,0.00240031,-1.21771e-05,0.00240031,-1.21771e-05,0.00240031
0.053,-1.21543e-05,-0.00244572,-1.21543e-05,-0.00244572,1.21543e-05,-0.00244572,-1.21543e-05,0.00244572,1.21543e-05,0.00244572,1.21543e-05,0.00244572
0.054,-1.21543e-05,-0.00249109,-1.21543e-05,-0.00249109,1.21543e-05,-0.00249109,-1.21543e-05,0.00249109,1.21543e-05,0.00249109,1.21543e-05,0.00249109
0.055,1.21769e-05,-0.00253641,1.21769e-05,-0.00253641,-1.21769e-05,-0.00253641,1.21769e-05,0.00253641,-1.21769e-05,0.00253641,-1.21769e-05,0.00253641
0.056,1.21769e-05,-0.00258169,1.21769e-05,-0.00258169,-1.21769e-05,-0.00258169,1.21769e-05,0.00258169,-1.21769e-05,0.00258169,-1.21769e-05,0.00258169
0.057,-1.21542e-05,-0.00262692,-1.21542e-05,-0.00262692,1.21542e-05,-0.00262692,-1.21542e-05,0.00262692,1.21542e-05,0.00262692,1.21542e-05,0.00262692
0.058,-1.21543e-05,-0.00267211,-1.21543e-05,-0.00267211,1.21542e-05,-0.00267211,-1.21542e-05,0.00267211,1.21543e-05,0.00267211,1.21543e-05,0.00267211
0.059,1.21767e-05,-0.00271725,1.21767e-05,-0.00271725,-1.21767e-05,-0.00271725,1.21767e-05,0.00271725,-1.21767e-05,0.00271725,-1.21767e-05,0.00271725
0.06,1.21767e-05,-0.00276235,1.21767e-05,-0.00276235,-1.21767e-05,-0.00276235,1.21767e-05,0.00276235,-1.21767e-05,0.00276235,-1.21767e-05,0.00276235
0.061,-1.21541e-05,-0.00280741,-1.21541e-05,-0.00280741,1.21541e-05,-0.00280741,-1.21541e-05,0.00280741,1.21541e-05,0.00280741,1.21541e-05,0.00280741
0.062,-1.21542e-05,-0.00285242,-1.21542e-05,-0.00285242,1.21542e-05,-0.00285242,-1.21542e-05,0.00285242,1.21542e-05,0.00285242,1.21542e-05,0.00285242
0.063,1.21765e-05,-0.00289739,1.21765e-05,-0.00289739,-1.21765e-05,-0.00289739,1.21765e-05,0.00289739,-1.21765e-05,0.00289739,-1.21765e-05,0.00289739
0.064,1.21765e-05,-0.00294231,1.21765e-05,-0.00294231,-1.21765e-05,-0.00294231,1.21765e-05,0.00294231,-1.21765e-05,0.00294231,-1.21765e-05,0.00294231
0.065,-1.21541e-05,-0.00298719,-1.21541e-05,-0.00298719,1.2154e-05,-0.00298719,-1.2154e-05,0.00298719,1.21541e-05,0.00298719,1.21541e-05,0.00298719
0.066,-1.21541e-05,-0.00303203,-1.21541e-05,-0.00303203,1.21541e-05,-0.00303203,-1.21541e-05,0.00303203,1.21541e-05,0.00303203,1.21541e-05,0.00303203
0.067,1.21763e-05,-0.00307682,1.21763e-05,-0.00307682,-1.21763e-05,-0.00307682,1.21763e-05,0.00307682,-1.21763e-05,0.00307682,-1.21763e-05,0.00307682
0.068,1.21763e-05,-0.00312157,1.21763e-05,-0.00312157,-1.21763e-05,-0.00312157,1.21763e-05,0.00312157,-1.21763e-05,0.00312157,-1.21763e-05,0.00312157
0.069,-1.2154e-05,-0.00316628,-1.2154e-05,-0.00316628,1.21539e-05,-0.00316628,-1.21539e-05,0.00316628,1.2154e-05,0.00316628,1.2154e-05,0.00316628
0.07,-1.2154e-05,-0.00321094,-1.2154e-05,-0.00321094,1.2154e-05,-0.00321094,-1.2154e-05,0.00321094,1.2154e-05,0.00321094,1.2154e-05,0.00321094
0.071,1.21761e-05,-0.00325556,1.21761e-05,-0.00325556,-1.21761e-05,-0.00325556,1.21761e-05,0.00325556,-1.21761e-05,0.00325556,-1.21761e-05,0.00325556
0.072,1.21761e-05,-0.00330013,1.21761e-05,-0.00330013,-1.21761e-05,-0.00330013,1.21761e-05,0.00330013,-1.21761e-05,0.00330013,-1.21761e-05,0.00330013
0.073,-1.21539e-05,-0.00334466,-1.21539e-05,-0.00334466,1.21538e-05,-0.00334466,-1.21538e-05,0.00334466,1.21539e-05,0.00334466,1.21539e-05,0.00334466
0.074,-1.21539e-05,-0.00338915,-1.21539e-05,-0.00338915,1.21539e-05,-0.00338915,-1.21539e-05,0.00338915,1.21539e-05,0.00338915,1.21539e-05,0.00338915
0.075,1.21758e-05,-0.0034336,1.21758e-05,-0.0034336,-1.21759e-05,-0.0034336,1.21759e-05,0.0034336,-1.21758e-05,0.0034336,-1.21758e-05,0.0034336
0.076,1.21759e-05,-0.003478,1.21759e-05,-0.003478,-1.21759e-05,-0.003478,1.21759e-05,0.003478,-1.21759e-05,0.003478,-1.21759e-05,0.003478
0.077,-1.21537e-05,-0.00352236,-1.21537e-05,-0.00352236,1.21537e-05,-0.00352236,-1.21537e-05,0.00352236,1.21537e-05,0.00352236,1.21537e-05,0.00352236
0.078,-1.21538e-05,-0.00356667,-1.21538e-05,-0.00356667,1.21538e-05,-0.00356667,-1.21538e-05,0.00356667,1.21538e-05,0.00356667,1.21538e-05,0.00356667
0.079,1.21756e-05,-0.00361094,1.21756e-05,-0.00361094,-1.21756e-05,-0.00361094,1.21756e-05,0.00361094,-1.21756e-05,0.00361094,-1.21756e-05,0.00361094
0.08,1.21756e-05,-0.00365517,1.21756e-05,-0.00365517,-1.21757e-05,-0.00365517,1.21757e-05,0.00365517,-1.21756e-05,0.00365517,-1.21756e-05,0.00365517
0.081,-1.21536e-05,-0.00369936,-1.21536e-05,-0.00369936,1.21536e-05,-0.00369936,-1.21536e-05,0.00369936,1.21536e-05,0.00369936,1.21536e-05,0.00369936
0.082,-1.21537e-05,-0.0037435,-1.21537e-05,-0.0037435,1.21537e-05,-0.0037435,-1.21537e-05,0.0037435,1.21537e-05,0.0037435,1.21537e-05,0.0037435
0.083,1.21754e-05,-0.0037876,1.21754e-05,-0.0037876,-1.21754e-05,-0.0037876,1.21754e-05,0.0037876,-1.21754e-05,0.0037876,-1.21754e-05,0.0037876
0.084,1.21754e-05,-0.00383166,1.21754e-05,-0.00383166,-1.21754e-05,-0.00383166,1.21754e-05,0.00383166,-1.21754e-05,0.00383166,-1.21754e-05,0.00383166
0.085,-1.21535e-05,-0.00387568,-1.21535e-05,-0.00387568,1.21535e-05,-0.00387568,-1.21535e-05,0.00387568,1.21535e-05,0.00387568,1.21535e-05,0.00387568
0.086,-1.21536e-05,-0.00391965,-1.21536e-05,-0.00391965,1.21535e-05,-0.00391965,-1.21535e-05,0.00391965,1.21536e-05,0.00391965,1.21536e-05,0.00391965
0.087,1.21751e-05,-0.00396358,1.21751e-05,-0.00396358,-1.21751e-05,-0.00396358,1.21751e-05,0.00396358,-1.21751e-05,0.00396358,-1.21751e-05,0.00396358
0.088,1.21751e-05,-0.00400747,1.21751e-05,-0.00400747,-1.21752e-05,-0.00400747,1.21752e-05,0.00400747,-1.21751e-05,0.00400747,-1.21751e-05,0.00400747
0.089,-1.21534e-05,-0.00405131,-1.21534e-05,-0.00405131,1.21533e-05,-0.00405131,-1.21533e-05,0.00405131,1.21534e-05,0.00405131,1.21534e-05,0.00405131
0.09,-1.21534e-05,-0.00409512,-1.21534e-05,-0.00409512,1.21534e-05,-0.00409512,-1.21534e-05,0.00409512,1.21534e-05,0.00409512,1.21534e-05,0.00409512
0.091,1.21748e-05,-0.00413888,1.21748e-05,-0.00413888,-1.21749e-05,-0.00413888,1.21749e-05,0.00413888,-1.21748e-05,0.00413888,-1.21748e-05,0.00413888
0.092,1.21749e-05,-0.0041826,1.21749e-05,-0.0041826,-1.21749e-05,-0.0041826,1.21749e-05,0.0041826,-1.21749e-05,0.0041826,-1.21749e-05,0.0041826
0.093,-1.21532e-05,-0.00422627,-1.21532e-05,-0.00422627,1.21532e-05,-0.00422627,-1.21532e-05,0.00422627,1.21532e-05,0.00422627,1.21532e-05,0.00422627
0.094,-1.21533e-05,-0.00426991,-1.21533e-05,-0.00426991,1.21533e-05,-0.00426991,-1.21533e-05,0.00426991,1.21533e-05,0.00426991,1.21533e-05,0.00426991
0.095,1.21746e-05,-0.0043135,1.21746e-05,-0.0043135,-1.21746e-05,-0.0043135,1.21746e-05,0.0043135,-1.21746e-05,0.0043135,-1.21746e-05,0.0043135
0.096,1.21746e-05,-0.00435705,1.21746e-05,-0.00435705,-1.21747e-05,-0.00435705,1.21747e-05,0.00435705,-1.21746e-05,0.00435705,-1.21746e-05,0.00435705
0.097,-1.21531e-05,-0.00440056,-1.21531e-05,-0.00440056,1.2153e-05,-0.00440056,-1.2153e-05,0.00440056,1.21531e-05,0.00440056,1.21531e-05,0.00440056
0.098,-1.21531e-05,-0.00444402,-1.21531e-05,-0.00444402,1.21531e-05,-0.00444402,-1.21531e-05,0.00444402,1.21531e-05,0.00444402,1.21531e-05,0.00444402
0.099,1.21743e-05,-0.00448745,1.21743e-05,-0.00448745,-1.21743e-05,-0.00448745,1.21743e-05,0.00448745,-1.21743e-05,0.00448745,-1.21743e-05,0.00448745
0.1,1.21743e-05,-0.00453083,1.21743e-05,-0.00453083,-1.21744e-05,-0.00453083,1.21744e-05,0.00453083,-1.21743e-05,0.00453083,-1.21743e-05,0.00453083
0.101,-1.21529e-05,-0.00457417,-1.21529e-05,-0.00457417,1.21529e-05,-0.00457417,-1.21529e-05,0.00457417,1.21529e-05,0.00457417,1.21529e-05,0.00457417
0.102,-1.2153e-05,-0.00461747,-1.2153e-05,-0.00461747,1.21529e-05,-0.00461747,-1.21529e-05,0.00461747,1.2153e-05,0.00461747,1.2153e-05,0.00461747
0.103,1.2174e-05,-0.00466073,1.2174e-05,-0.00466073,-1.21741e-05,-0.00466073,1.21741e-05,0.00466073,-1.2174e-05,0.00466073,-1.2174e-05,0.00466073
0.104,1.21741e-05,-0.00470394,1.21741e-05,-0.00470394,-1.21741e-05,-0.00470394,1.21741e-05,0.00470394,-1.21741e-05,0.00470394,-1.21741e-05,0.00470394
0.105,-1.21527e-05,-0.00474712,-1.21527e-05,-0.00474712,1.21527e-05,-0.00474712,-1.21527e-05,0.00474712,1.21527e-05,0.00474712,1.21527e-05,0.00474712
0.106,-1.21528e-05,-0.00479025,-1.21528e-05,-0.00479025,1.21528e-05,-0.00479025,-1.21528e-05,0.00479025,1.21528e-05,0.00479025,1.21528e-05,0.00479025
0.107,1.21737e-05,-0.00483334,1.21737e-05,-0.00483334,-1.21738e-05,-0.00483334,1.21738e-05,0.00483334,-1.21737e-05,0.00483334,-1.21737e-05,0.00483334
0.108,1.21738e-05,-0.00487639,1.21738e-05,-0.00487639,-1.21738e-05,-0.00487639,1.21738e-05,0.00487639,-1.21738e-05,0.00487639,-1.21738e-05,0.00487639
0.109,-1.21526e-05,-0.0049194,-1.21526e-05,-0.0049194,1.21525e-05,-0.0049194,-1.21525e-05,0.0049194,1.21526e-05,0.0049194,1.21526e-05,0.0049194
0.11,-1.21526e-05,-0.00496237,-1.21526e-05,-0.00496237,1.21526e-05,-0.00496237,-1.21526e-05,0.00496237,1.21526e-05,0.00496237,1.21526e-05,0.00496237
0.111,1.21734e-05,-0.0050053,1.21734e-05,-0.0050053,-1.21735e-05,-0.0050053,1.21735e-05,0.0050053,-1.21734e-05,0.0050053,-1.21734e-05,0.0050053
0.112,1.21735e-05,-0.00504818,1.21735e-05,-0.00504818,-1.21735e-05,-0.00504818,1.21735e-05,0.00504818,-1.21735e-05,0.00504818,-1.21735e-05,0.00504818
0.113,-1.21524e-05,-0.00509103,-1.21524e-05,-0.00509103,1.21523e-05,-0.00509103,-1.21523e-05,0.00509103,1.21524e-05,0.00509103,1.21524e-05,0.00509103
0.114,-1.21524e-05,-0.00513383,-1.21524e-05,-0.00513383,1.21524e-05,-0.00513383,-1.21524e-05,0.00513383,1.21524e-05,0.00513383,1.21524e-05,0.00513383
0.115,1.21731e-05,-0.00517659,1.21731e-05,-0.00517659,-1.21732e-05,-0.00517659,1.21732e-05,0.00517659,-1.21731e-05,0.00517659,-1.21731e-05,0.00517659
0.116,1.21732e-05,-0.00521931,1.21732e-05,-0.00521931,-1.21732e-05,-0.00521931,1.21732e-05,0.00521931,-1.21732e-05,0.00521931,-1.21732e-05,0.00521931
0.117,-1.21522e-05,-0.00526199,-1.21522e-05,-0.00526199,1.21521e-05,-0.00526199,-1.21521e-05,0.00526199,1.21522e-05,0.00526199,1.21522e-05,0.00526199
0.118,-1.21522e-05,-0.00530463,-1.21522e-05,-0.00530463,1.21522e-05,-0.00530463,-1.21522e-05,0.00530463,1.21522e-05,0.00530463,1.21522e-05,0.00530463
0.119,1.21728e-05,-0.00534723,1.21728e-05,-0.00534723,-1.21728e-05,-0.00534723,1.21728e-05,0.00534723,-1.21728e-05,0.00534723,-1.21728e-05,0.00534723
0.12,1.21729e-05,-0.00538979,1.21729e-05,-0.00538979,-1.21729e-05,-0.00538979,1.21729e-05,0.00538979,-1.21729e-05,0.00538979,-1.21729e-05,0.00538979
0.121,-1.2152e-05,-0.00543231,-1.2152e-05,-0.00543231,1.21519e-05,-0.00543231,-1.21519e-05,0.00543231,1.2152e-05,0.00543231,1.2152e-05,0.00543231
0.122,-1.2152e-05,-0.00547479,-1.2152e-05,-0.00547479,1.2152e-05,-0.00547479,-1.2152e-05,0.00547479,1.2152e-05,0.00547479,1.2152e-05,0.00547479
0.123,1.21725e-05,-0.00551722,1.21725e-05,-0.00551722,-1.21725e-05,-0.00551722,1.21725e-05,0.00551722,-1.21725e-05,0.00551722,-1.21725e-05,0.00551722
0.124,1.21725e-05,-0.00555962,1.21725e-05,-0.00555962,-1.21726e-05,-0.00555962,1.21726e-05,0.00555962,-1.21725e-05,0.00555962,-1.21725e-05,0.00555962
0.125,-1.21517e-05,-0.00560198,-1.21517e-05,-0.00560198,1.21517e-05,-0.00560198,-1.21517e-05,0.00560198,1.21517e-05,0.00560198,1.21517e-05,0.00560198
0.126,-1.21518e-05,-0.00564429,-1.21518e-05,-0.00564429,1.21518e-05,-0.00564429,-1.21518e-05,0.00564429,1.21518e-05,0.00564429,1.21518e-05,0.00564429
0.127,1.21722e-05,-0.00568657,1.21722e-05,-0.00568657,-1.21722e-05,-0.00568657,1.21722e-05,0.00568657,-1.21722e-05,0.00568657,-1.21722e-05,0.00568657
0.128,1.21722e-05,-0.00572881,1.21722e-05,-0.00572881,-1.21723e-05,-0.00572881,1.21723e-05,0.00572881,-1.21722e-05,0.00572881,-1.21722e-05,0.00572881
0.129,-1.21515e-05,-0.005771,-1.21515e-05,-0.005771,1.21515e-05,-0.005771,-1.21515e-05,0.005771,1.21515e-05,0.005771,1.21515e-05,0.005771
0.13,-1.21516e-05,-0.00581316,-1.21516e-05,-0.00581316,1.21516e-05,-0.00581316,-1.21516e-05,0.00581316,1.21516e-05,0.00581316,1.21516e-05,0.00581316
0.131,1.21718e-05,-0.00585527,1.21718e-05,-0.00585527,-1.21719e-05,-0.00585527,1.21719e-05,0.00585527,-1.21718e-05,0.00585527,-1.21718e-05,0.00585527
0.132,1.21719e-05,-0.00589735,1.21719e-05,-0.00589735,-1.21719e-05,-0.00589735,1.21719e-05,0.00589735,-1.21719e-05,0.00589735,-1.21719e-05,0.00589735
0.133,-1.21513e-05,-0.00593938,-1.21513e-05,-0.00593938,1.21513e-05,-0.00593938,-1.21513e-05,0.00593938,1.21513e-05,0.00593938,1.21513e-05,0.00593938
0.134,-1.21514e-05,-0.00598138,-1.21514e-05,-0.00598138,1.21513e-05,-0.00598138,-1.21513e-05,0.00598138,1.21514e-05,0.00598138,1.21514e-05,0.00598138
0.135,1.21715e-05,-0.00602333,1.21715e-05,-0.00602333,-1.21715e-05,-0.00602333,1.21715e-05,0.00602333,-1.21715e-05,0.00602333,-1.21715e-05,0.00602333
0.136,1.21715e-05,-0.00606525,1.21715e-05,-0.00606525,-1.21716e-05,-0.00606525,1.21716e-05,0.00606525,-1.21715e-05,0.00606525,-1.21715e-05,0.00606525
0.137,-1.21511e-05,-0.00610712,-1.21511e-05,-0.00610712,1.2151e-05,-0.00610712,-1.2151e-05,0.00610712,1.21511e-05,0.00610712,1.21511e-05,0.00610712
0.138,-1.21511e-05,-0.00614896,-1.21511e-05,-0.00614896,1.21511e-05,-0.00614896,-1.21511e-05,0.00614896,1.21511e-05,0.00614896,1.21511e-05,0.00614896
0.139,1.21711e-05,-0.00619076,1.21711e-05,-0.00619076,-1.21712e-05,-0.00619076,1.21712e-05,0.00619076,-1.21711e-05,0.00619076,-1.21711e-05,0.00619076
0.14,1.21712e-05,-0.00623252,1.21712e-05,-0.00623252,-1.21712e-05,-0.00623252,1.21712e-05,0.00623252,-1.21712e-05,0.00623252,-1.21712e-05,0.00623252
0.141,-1.21508e-05,-0.00627423,-1.21508e-05,-0.00627423,1.21508e-05,-0.00627423,-1.21508e-05,0.00627423,1.21508e-05,0.00627423,1.21508e-05,0.00627423
0.142,-1.21509e-05,-0.00631591,-1.21509e-05,-0.00631591,1.21509e-05,-0.00631591,-1.21509e-05,0.00631591,1.21509e-05,0.00631591,1.21509e-05,0.00631591
0.143,1.21707e-05,-0.00635755,1.21707e-05,-0.00635755,-1.21708e-05,-0.00635755,1.21708e-05,0.00635755,-1.21707e-05,0.00635755,-1.21707e-05,0.00635755
0.144,1.21708e-05,-0.00639915,1.21708e-05,-0.00639915,-1.21709e-05,-0.00639915,1.21709e-05,0.00639915,-1.21708e-05,0.00639915,-1.21708e-05,0.00639915
0.145,-1.21505e-05,-0.00644071,-1.21505e-05,-0.00644071,1.21505e-05,-0.00644071,-1.21505e-05,0.00644071,1.21505e-05,0.00644071,1.21505e-05,0.00644071
0.146,-1.21506e-05,-0.00648223,-1.21506e-05,-0.00648223,1.21506e-05,-0.00648223,-1.21506e-05,0.00648223,1.21506e-05,0.00648223,1.21506e-05,0.00648223
0.147,1.21704e-05,-0.00652372,1.21704e-05,-0.00652372,-1.21704e-05,-0.00652372,1.21704e-05,0.00652372,-1.21704e-05,0.00652372,-1.21704e-05,0.00652372
